tvoc,eco2,iaq
0.18,457,1.54
0.18,458,1.54
0.179,464,1.54
0.18,459,1.54
0.179,465,1.54
0.179,462,1.54
0.179,466,1.54
0.179,458,1.54
0.18,455,1.54
0.18,460,1.54
0.179,459,1.54
0.179,461,1.54
0.179,459,1.54
0.179,457,1.54
0.178,471,1.53
0.178,457,1.53
0.178,464,1.53
0.178,453,1.54
0.178,457,1.53
0.178,460,1.54
0.178,453,1.53
0.178,461,1.53
0.178,463,1.53
0.177,452,1.53
0.177,463,1.53
0.177,456,1.53
0.178,466,1.53
0.177,453,1.53
0.177,462,1.53
0.178,455,1.53
0.178,463,1.53
0.178,466,1.53
0.178,466,1.53
0.178,462,1.53
0.177,452,1.53
0.177,465,1.53
0.177,468,1.53
0.178,454,1.53
0.178,456,1.53
0.178,463,1.53
0.178,464,1.53
0.178,471,1.54
0.179,467,1.54
0.179,462,1.54
0.179,455,1.54
0.178,453,1.54
0.178,471,1.53
0.178,456,1.53
0.178,453,1.54
0.179,459,1.54
0.179,470,1.54
0.179,460,1.54
0.179,459,1.54
0.179,470,1.54
0.179,466,1.54
0.179,472,1.54
0.179,455,1.54
0.179,466,1.54
0.179,464,1.54
0.179,464,1.54
0.179,469,1.54
0.179,472,1.54
0.178,469,1.53
0.178,468,1.53
0.178,469,1.53
0.178,464,1.53
0.178,459,1.53
0.177,469,1.53
0.178,461,1.53
0.178,465,1.53
0.177,466,1.53
0.178,459,1.53
0.178,463,1.53
0.178,461,1.53
0.178,472,1.54
0.178,470,1.53
0.178,458,1.53
0.178,465,1.53
0.178,463,1.53
0.179,458,1.54
0.178,458,1.53
0.178,455,1.54
0.179,459,1.54
0.179,470,1.54
0.179,469,1.54
0.179,457,1.54
0.18,458,1.54
0.18,462,1.54
0.18,466,1.54
0.18,471,1.54
0.18,469,1.54
0.18,469,1.54
0.18,455,1.54
0.18,462,1.54
0.18,456,1.54
0.181,467,1.54
0.181,468,1.54
0.181,469,1.54
0.181,469,1.54
0.181,459,1.54
0.181,460,1.54
0.181,469,1.54
0.181,471,1.54
0.181,455,1.54
0.181,465,1.54
0.182,473,1.55
0.182,463,1.55
0.182,471,1.55
0.182,455,1.55
0.182,473,1.55
0.182,462,1.55
0.181,456,1.54
0.181,457,1.54
0.181,471,1.54
0.181,467,1.54
0.181,456,1.54
0.18,465,1.54
0.18,473,1.54
0.18,454,1.54
0.18,461,1.54
0.18,458,1.54
0.18,458,1.54
0.18,468,1.54
0.18,469,1.54
0.18,453,1.54
0.18,460,1.54
0.18,471,1.54
0.181,465,1.54
0.181,465,1.54
0.18,457,1.54
0.18,455,1.54
0.18,473,1.54
0.18,469,1.54
0.18,470,1.54
0.18,456,1.54
0.18,460,1.54
0.179,457,1.54
0.179,460,1.54
0.18,469,1.54
0.18,471,1.54
0.18,471,1.54
0.181,464,1.54
0.18,469,1.54
0.181,461,1.54
0.18,458,1.54
0.18,459,1.54
0.18,462,1.54
0.18,453,1.54
0.18,454,1.54
0.18,453,1.54
0.18,461,1.54
0.18,457,1.54
0.181,454,1.54
0.18,456,1.54
0.18,472,1.54
0.18,463,1.54
0.18,459,1.54
0.18,472,1.54
0.18,470,1.54
0.181,461,1.54
0.18,463,1.54
0.18,466,1.54
0.181,467,1.54
0.181,459,1.54
0.181,455,1.54
0.181,467,1.54
0.181,462,1.54
0.181,465,1.54
0.181,459,1.54
0.181,470,1.54
0.181,461,1.54
0.181,461,1.54
0.182,468,1.55
0.182,467,1.54
0.181,470,1.54
0.181,458,1.54
0.182,466,1.54
0.182,473,1.55
0.181,459,1.54
0.182,462,1.54
0.181,459,1.54
0.182,471,1.54
0.181,473,1.54
0.181,470,1.54
0.181,472,1.54
0.181,458,1.54
0.181,461,1.54
0.18,467,1.54
0.18,454,1.54
0.181,459,1.54
0.181,467,1.54
0.181,472,1.54
0.181,466,1.54
0.18,471,1.54
0.18,461,1.54
0.18,465,1.54
0.18,456,1.54
0.18,454,1.54
0.18,459,1.54
0.18,469,1.54
0.181,470,1.54
0.181,464,1.54
0.181,465,1.54
0.181,470,1.54
0.18,470,1.54
0.181,469,1.54
0.181,459,1.54
0.181,455,1.54
0.181,461,1.54
0.181,467,1.54
0.181,457,1.54
0.181,454,1.54
0.181,454,1.54
0.181,463,1.54
0.181,455,1.54
0.181,467,1.54
0.181,472,1.54
0.181,470,1.54
0.181,453,1.54
0.181,468,1.54
0.181,459,1.54
0.181,460,1.54
0.181,455,1.54
0.18,468,1.54
0.18,465,1.54
0.18,465,1.54
0.18,458,1.54
0.181,460,1.54
0.181,462,1.54
0.181,469,1.54
0.18,457,1.54
0.18,472,1.54
0.18,460,1.54
0.18,454,1.54
0.18,462,1.54
0.18,467,1.54
0.18,467,1.54
0.179,454,1.54
0.18,458,1.54
0.18,466,1.54
0.18,463,1.54
0.18,464,1.54
0.18,454,1.54
0.18,458,1.54
0.18,464,1.54
0.18,464,1.54
0.18,456,1.54
0.18,462,1.54
0.18,466,1.54
0.18,468,1.54
0.18,467,1.54
0.18,462,1.54
0.18,461,1.54
0.18,467,1.54
0.181,468,1.54
0.181,457,1.54
0.181,467,1.54
0.181,462,1.54
0.181,465,1.54
0.181,466,1.54
0.182,455,1.54
0.182,462,1.54
0.181,458,1.54
0.181,455,1.54
0.181,467,1.54
0.182,458,1.54
0.182,459,1.55
0.182,464,1.55
0.182,472,1.55
0.182,466,1.54
0.181,460,1.54
0.181,457,1.54
0.18,470,1.54
0.18,454,1.54
0.181,467,1.54
0.18,464,1.54
0.181,457,1.54
0.181,457,1.54
0.181,454,1.54
0.181,469,1.54
0.182,468,1.54
0.182,455,1.55
0.182,469,1.55
0.183,460,1.55
0.182,463,1.55
0.182,461,1.55
0.182,472,1.55
0.182,460,1.55
0.182,457,1.55
0.182,455,1.55
0.182,462,1.55
0.182,464,1.55
0.183,460,1.55
0.182,468,1.55
0.182,466,1.55
0.182,459,1.55
0.182,468,1.55
0.181,464,1.54
0.181,459,1.54
0.181,456,1.54
0.181,454,1.54
0.181,463,1.54
0.181,461,1.54
0.181,461,1.54
0.181,470,1.54
0.181,467,1.54
0.18,458,1.54
0.18,453,1.54
0.18,473,1.54
0.18,473,1.54
0.18,470,1.54
0.18,456,1.54
0.18,470,1.54
0.18,469,1.54
0.18,466,1.54
0.18,455,1.54
0.18,464,1.54
0.181,454,1.54
0.181,471,1.54
0.18,454,1.54
0.181,469,1.54
0.181,462,1.54
0.18,468,1.54
0.18,460,1.54
0.18,466,1.54
0.18,453,1.54
0.18,473,1.54
0.181,458,1.54
0.181,456,1.54
0.181,456,1.54
0.18,466,1.54
0.18,472,1.54
0.18,471,1.54
0.181,460,1.54
0.18,457,1.54
0.18,461,1.54
0.181,465,1.54
0.18,460,1.54
0.18,457,1.54
0.18,465,1.54
0.18,468,1.54
0.179,454,1.54
0.179,470,1.54
0.179,462,1.54
0.18,460,1.54
0.18,465,1.54
0.18,463,1.54
0.18,471,1.54
0.18,468,1.54
0.18,469,1.54
0.18,463,1.54
0.18,470,1.54
0.18,454,1.54
0.181,456,1.54
0.18,464,1.54
0.18,470,1.54
0.18,461,1.54
0.181,459,1.54
0.18,466,1.54
0.18,456,1.54
0.181,463,1.54
0.181,473,1.54
0.181,472,1.54
0.182,460,1.54
0.182,459,1.54
0.181,455,1.54
0.181,472,1.54
0.182,466,1.55
0.182,457,1.55
0.182,471,1.55
0.182,465,1.55
0.182,469,1.55
0.182,464,1.55
0.181,464,1.54
0.181,456,1.54
0.181,454,1.54
0.181,469,1.54
0.181,457,1.54
0.182,472,1.55
0.182,473,1.55
0.182,467,1.55
0.182,459,1.55
0.182,469,1.55
0.182,456,1.55
0.182,465,1.55
0.183,469,1.55
0.182,470,1.55
0.183,473,1.55
0.182,457,1.55
0.183,470,1.55
0.182,454,1.55
0.182,465,1.55
0.182,470,1.55
0.182,470,1.55
0.182,468,1.55
0.183,461,1.55
0.183,474,1.55
0.183,471,1.55
0.183,465,1.55
0.183,467,1.55
0.183,469,1.55
0.183,467,1.55
0.183,461,1.55
0.183,459,1.55
0.183,472,1.55
0.183,465,1.55
0.183,456,1.55
0.183,458,1.55
0.183,469,1.55
0.183,460,1.55
0.183,472,1.55
0.183,459,1.55
0.184,469,1.55
0.184,454,1.55
0.184,455,1.55
0.184,463,1.55
0.184,471,1.55
0.184,461,1.55
0.183,474,1.55
0.183,468,1.55
0.184,474,1.55
0.184,458,1.55
0.184,468,1.55
0.183,466,1.55
0.184,470,1.55
0.184,460,1.55
0.184,470,1.55
0.184,465,1.55
0.184,471,1.55
0.184,455,1.55
0.185,458,1.55
0.184,474,1.55
0.185,458,1.55
0.185,472,1.55
0.185,471,1.56
0.185,462,1.55
0.185,466,1.55
0.185,461,1.56
0.185,456,1.56
0.185,474,1.56
0.185,474,1.56
0.185,469,1.56
0.185,466,1.56
0.185,459,1.55
0.184,472,1.55
0.184,463,1.55
0.185,473,1.55
0.185,459,1.56
0.185,463,1.56
0.185,464,1.56
0.185,468,1.56
0.185,456,1.56
0.185,461,1.55
0.184,469,1.55
0.185,465,1.55
0.184,472,1.55
0.184,471,1.55
0.184,467,1.55
0.183,470,1.55
0.183,457,1.55
0.183,466,1.55
0.183,470,1.55
0.183,457,1.55
0.183,465,1.55
0.184,473,1.55
0.184,468,1.55
0.184,463,1.55
0.184,466,1.55
0.184,456,1.55
0.184,467,1.55
0.184,468,1.55
0.183,471,1.55
0.183,464,1.55
0.183,455,1.55
0.183,468,1.55
0.183,458,1.55
0.183,455,1.55
0.183,465,1.55
0.183,471,1.55
0.183,461,1.55
0.183,462,1.55
0.183,462,1.55
0.183,466,1.55
0.184,458,1.55
0.184,466,1.55
0.184,465,1.55
0.185,457,1.55
0.185,457,1.55
0.185,466,1.55
0.185,471,1.56
0.185,457,1.55
0.185,464,1.56
0.186,469,1.56
0.185,466,1.56
0.186,462,1.56
0.186,459,1.56
0.186,458,1.56
0.186,466,1.56
0.186,473,1.56
0.186,469,1.56
0.186,459,1.56
0.186,469,1.56
0.186,459,1.56
0.186,456,1.56
0.186,458,1.56
0.186,467,1.56
0.186,467,1.56
0.186,469,1.56
0.186,456,1.56
0.186,466,1.56
0.186,470,1.56
0.186,472,1.56
0.186,462,1.56
0.186,459,1.56
0.186,455,1.56
0.185,469,1.56
0.185,455,1.56
0.186,469,1.56
0.186,466,1.56
0.185,459,1.56
0.186,473,1.56
0.185,467,1.56
0.185,468,1.56
0.186,470,1.56
0.186,466,1.56
0.186,468,1.56
0.186,464,1.56
0.186,467,1.56
0.186,465,1.56
0.186,471,1.56
0.186,471,1.56
0.185,465,1.56
0.185,456,1.56
0.185,460,1.55
0.184,455,1.55
0.184,464,1.55
0.185,474,1.55
0.185,461,1.55
0.184,457,1.55
0.184,470,1.55
0.184,467,1.55
0.185,463,1.55
0.185,457,1.55
0.185,468,1.55
0.185,466,1.56
0.185,464,1.56
0.186,474,1.56
0.186,457,1.56
0.185,464,1.56
0.185,469,1.56
0.185,465,1.55
0.184,469,1.55
0.184,465,1.55
0.184,470,1.55
0.184,456,1.55
0.184,467,1.55
0.184,472,1.55
0.184,473,1.55
0.184,469,1.55
0.185,456,1.55
0.185,467,1.55
0.185,465,1.55
0.185,459,1.55
0.184,469,1.55
0.184,459,1.55
0.184,471,1.55
0.183,455,1.55
0.183,472,1.55
0.183,465,1.55
0.183,473,1.55
0.183,458,1.55
0.184,471,1.55
0.183,467,1.55
0.183,459,1.55
0.183,470,1.55
0.183,473,1.55
0.183,471,1.55
0.183,457,1.55
0.184,474,1.55
0.184,469,1.55
0.184,467,1.55
0.183,456,1.55
0.183,457,1.55
0.183,465,1.55
0.183,474,1.55
0.183,458,1.55
0.183,456,1.55
0.183,462,1.55
0.183,461,1.55
0.183,469,1.55
0.183,460,1.55
0.183,456,1.55
0.183,462,1.55
0.184,458,1.55
0.184,456,1.55
0.184,468,1.55
0.183,469,1.55
0.183,467,1.55
0.183,457,1.55
0.183,464,1.55
0.183,455,1.55
0.183,464,1.55
0.183,460,1.55
0.183,456,1.55
0.183,473,1.55
0.183,464,1.55
0.183,462,1.55
0.183,466,1.55
0.183,471,1.55
0.183,461,1.55
0.183,472,1.55
0.183,458,1.55
0.183,459,1.55
0.184,463,1.55
0.183,457,1.55
0.183,471,1.55
0.183,461,1.55
0.183,465,1.55
0.182,457,1.55
0.182,468,1.55
0.182,464,1.55
0.182,469,1.54
0.182,470,1.55
0.182,470,1.55
0.182,455,1.55
0.182,455,1.55
0.182,456,1.54
0.181,471,1.54
0.181,459,1.54
0.182,472,1.54
0.181,456,1.54
0.181,456,1.54
0.181,459,1.54
0.18,468,1.54
0.18,458,1.54
0.18,472,1.54
0.18,462,1.54
0.18,463,1.54
0.18,455,1.54
0.181,460,1.54
0.181,462,1.54
0.181,460,1.54
0.181,472,1.54
0.181,459,1.54
0.182,466,1.54
0.182,464,1.55
0.182,454,1.55
0.182,463,1.55
0.181,458,1.54
0.182,470,1.55
0.182,459,1.55
0.181,470,1.54
0.181,462,1.54
0.181,456,1.54
0.181,461,1.54
0.181,454,1.54
0.181,459,1.54
0.181,460,1.54
0.181,462,1.54
0.182,465,1.54
0.182,471,1.54
0.181,454,1.54
0.181,454,1.54
0.181,473,1.54
0.181,454,1.54
0.18,466,1.54
0.181,468,1.54
0.18,455,1.54
0.18,456,1.54
0.181,469,1.54
0.181,468,1.54
0.181,462,1.54
0.18,467,1.54
0.18,469,1.54
0.18,464,1.54
0.18,471,1.54
0.18,461,1.54
0.179,454,1.54
0.179,468,1.54
0.179,465,1.54
0.179,470,1.54
0.179,459,1.54
0.179,469,1.54
0.178,462,1.54
0.178,463,1.53
0.179,461,1.54
0.178,464,1.53
0.178,459,1.53
0.178,454,1.53
0.178,465,1.53
0.178,459,1.53
0.178,464,1.53
0.179,461,1.54
0.178,453,1.53
0.178,466,1.54
0.178,471,1.54
0.179,471,1.54
0.179,459,1.54
0.179,460,1.54
0.179,468,1.54
0.179,460,1.54
0.179,469,1.54
0.179,462,1.54
0.179,466,1.54
0.179,455,1.54
0.179,471,1.54
0.179,457,1.54
0.179,470,1.54
0.179,458,1.54
0.179,459,1.54
0.179,465,1.54
0.18,453,1.54
0.18,453,1.54
0.18,457,1.54
0.18,468,1.54
0.179,458,1.54
0.18,459,1.54
0.18,464,1.54
0.179,457,1.54
0.179,454,1.54
0.179,471,1.54
0.179,471,1.54
0.179,460,1.54
0.178,463,1.54
0.179,453,1.54
0.179,459,1.54
0.179,470,1.54
0.178,470,1.53
0.178,471,1.53
0.178,454,1.53
0.177,471,1.53
0.177,465,1.53
0.177,455,1.53
0.177,463,1.53
0.177,463,1.53
0.177,466,1.53
0.177,453,1.53
0.177,457,1.53
0.176,455,1.53
0.177,457,1.53
0.177,465,1.53
0.177,462,1.53
0.177,453,1.53
0.177,456,1.53
0.177,452,1.53
0.177,453,1.53
0.177,462,1.53
0.177,456,1.53
0.177,457,1.53
0.177,452,1.53
0.177,471,1.53
0.177,470,1.53
0.176,469,1.53
0.176,471,1.53
0.176,452,1.53
0.176,463,1.53
0.176,453,1.53
0.176,464,1.53
0.176,457,1.53
0.176,456,1.53
0.176,472,1.53
0.176,463,1.53
0.176,454,1.53
0.176,461,1.53
0.176,467,1.53
0.176,460,1.53
0.176,458,1.53
0.176,460,1.53
0.176,469,1.53
0.175,464,1.53
0.175,463,1.53
0.175,465,1.52
0.175,464,1.53
0.175,469,1.52
0.175,457,1.53
0.175,467,1.53
0.176,461,1.53
0.176,453,1.53
0.176,471,1.53
0.176,458,1.53
0.176,456,1.53
0.176,466,1.53
0.176,470,1.53
0.177,472,1.53
0.177,454,1.53
0.177,468,1.53
0.177,453,1.53
0.177,464,1.53
0.177,465,1.53
0.177,453,1.53
0.176,463,1.53
0.176,463,1.53
0.176,464,1.53
0.176,465,1.53
0.176,466,1.53
0.176,464,1.53
0.176,467,1.53
0.176,452,1.53
0.176,459,1.53
0.176,459,1.53
0.177,468,1.53
0.177,472,1.53
0.177,460,1.53
0.177,452,1.53
0.177,462,1.53
0.177,468,1.53
0.177,465,1.53
0.177,463,1.53
0.177,454,1.53
0.176,463,1.53
0.176,456,1.53
0.176,467,1.53
0.177,459,1.53
0.177,453,1.53
0.177,462,1.53
0.177,458,1.53
0.176,465,1.53
0.177,470,1.53
0.177,462,1.53
0.178,456,1.53
0.178,460,1.53
0.178,472,1.54
0.179,466,1.54
0.179,459,1.54
0.179,470,1.54
0.179,459,1.54
0.179,457,1.54
0.179,464,1.54
0.178,469,1.54
0.178,454,1.53
0.178,457,1.53
0.178,458,1.53
0.178,456,1.53
0.178,453,1.53
0.178,462,1.53
0.177,472,1.53
0.178,470,1.53
0.178,464,1.53
0.178,470,1.54
0.179,453,1.54
0.178,460,1.54
0.178,471,1.53
0.179,459,1.54
0.178,459,1.54
0.179,471,1.54
0.178,462,1.54
0.178,466,1.53
0.178,468,1.53
0.178,463,1.53
0.178,458,1.53
0.178,464,1.53
0.177,465,1.53
0.178,469,1.53
0.178,470,1.53
0.178,465,1.53
0.177,460,1.53
0.178,456,1.53
0.178,455,1.53
0.178,457,1.53
0.178,453,1.53
0.178,470,1.53
0.178,472,1.53
0.178,456,1.53
0.178,455,1.53
0.178,453,1.53
0.178,470,1.53
0.178,472,1.53
0.178,464,1.53
0.178,462,1.53
0.178,456,1.53
0.178,454,1.53
0.178,463,1.53
0.179,465,1.54
0.179,456,1.54
0.179,456,1.54
0.178,464,1.54
0.178,468,1.54
0.179,471,1.54
0.179,470,1.54
0.179,464,1.54
0.179,466,1.54
0.179,455,1.54
0.179,465,1.54
0.179,456,1.54
0.179,472,1.54
0.178,463,1.53
0.178,455,1.53
0.178,456,1.53
0.178,459,1.53
0.178,464,1.53
0.177,460,1.53
0.178,458,1.53
0.178,467,1.53
0.178,462,1.53
0.178,465,1.53
0.178,471,1.53
0.178,469,1.53
0.178,454,1.53
0.178,461,1.53
0.177,458,1.53
0.178,458,1.53
0.178,455,1.53
0.178,454,1.53
0.177,452,1.53
0.177,461,1.53
0.177,463,1.53
0.177,462,1.53
0.177,470,1.53
0.177,470,1.53
0.178,458,1.53
0.177,463,1.53
0.177,462,1.53
0.177,456,1.53
0.177,456,1.53
0.177,456,1.53
0.176,457,1.53
0.176,469,1.53
0.176,468,1.53
0.175,468,1.53
0.175,454,1.53
0.175,452,1.53
0.176,457,1.53
0.176,455,1.53
0.176,461,1.53
0.176,453,1.53
0.176,454,1.53
0.176,464,1.53
0.176,469,1.53
0.176,469,1.53
0.176,471,1.53
0.176,465,1.53
0.176,453,1.53
0.176,462,1.53
0.176,465,1.53
0.176,456,1.53
0.176,465,1.53
0.176,470,1.53
0.177,471,1.53
0.176,456,1.53
0.176,457,1.53
0.176,469,1.53
0.176,465,1.53
0.176,467,1.53
0.176,461,1.53
0.176,456,1.53
0.176,462,1.53
0.176,460,1.53
0.176,471,1.53
0.176,460,1.53
0.176,462,1.53
0.176,454,1.53
0.176,454,1.53
0.176,463,1.53
0.176,454,1.53
0.177,460,1.53
0.177,469,1.53
0.177,458,1.53
0.176,466,1.53
0.176,455,1.53
0.177,465,1.53
0.177,454,1.53
0.176,471,1.53
0.176,455,1.53
0.176,456,1.53
0.176,452,1.53
0.176,460,1.53
0.175,471,1.53
0.175,457,1.53
0.175,463,1.53
0.175,456,1.53
0.175,466,1.52
0.175,469,1.53
0.175,462,1.52
0.175,454,1.53
0.175,458,1.53
0.175,465,1.52
0.175,461,1.52
0.175,455,1.52
0.174,463,1.52
0.174,456,1.52
0.174,453,1.52
0.174,455,1.52
0.174,455,1.52
0.174,465,1.52
0.174,453,1.52
0.173,455,1.52
0.173,459,1.52
0.173,467,1.52
0.173,456,1.52
0.173,456,1.52
0.174,467,1.52
0.173,459,1.52
0.173,455,1.52
0.173,470,1.52
0.173,467,1.52
0.174,466,1.52
0.174,461,1.52
0.174,470,1.52
0.173,470,1.52
0.174,453,1.52
0.174,459,1.52
0.174,469,1.52
0.174,454,1.52
0.173,457,1.52
0.173,456,1.52
0.173,465,1.52
0.173,453,1.52
0.173,467,1.52
0.173,467,1.52
0.173,462,1.52
0.173,470,1.52
0.173,462,1.52
0.173,457,1.52
0.173,466,1.52
0.173,469,1.52
0.173,470,1.52
0.173,452,1.52
0.174,451,1.52
0.174,467,1.52
0.174,457,1.52
0.174,458,1.52
0.173,465,1.52
0.173,462,1.52
0.173,467,1.52
0.173,454,1.52
0.173,465,1.52
0.173,468,1.52
0.173,451,1.52
0.172,468,1.52
0.172,459,1.52
0.172,452,1.52
0.172,462,1.52
0.172,467,1.52
0.172,456,1.52
0.172,457,1.52
0.171,457,1.51
0.171,470,1.51
0.171,465,1.51
0.171,466,1.51
0.171,468,1.51
0.171,454,1.51
0.17,453,1.51
0.171,466,1.51
0.171,463,1.51
0.171,450,1.51
0.171,450,1.51
0.172,451,1.52
0.172,455,1.51
0.172,470,1.51
0.172,451,1.52
0.172,463,1.52
0.172,453,1.51
0.172,464,1.52
0.171,454,1.51
0.171,461,1.51
0.171,465,1.51
0.171,467,1.51
0.171,459,1.51
0.17,457,1.51
0.17,465,1.51
0.17,468,1.51
0.17,469,1.51
0.17,451,1.51
0.17,459,1.51
0.17,451,1.51
0.17,452,1.51
0.171,458,1.51
0.17,451,1.51
0.171,450,1.51
0.17,464,1.51
0.17,462,1.51
0.17,457,1.51
0.17,465,1.51
0.171,450,1.51
0.17,470,1.51
0.171,450,1.51
0.171,468,1.51
0.171,468,1.51
0.171,455,1.51
0.171,467,1.51
0.171,464,1.51
0.172,467,1.51
0.172,459,1.51
0.171,457,1.51
0.171,464,1.51
0.171,455,1.51
0.172,469,1.51
0.171,469,1.51
0.172,459,1.51
0.172,461,1.52
0.172,467,1.52
0.172,459,1.52
0.171,453,1.51
0.172,451,1.52
0.172,455,1.52
0.172,465,1.52
0.172,465,1.52
0.172,454,1.52
0.173,463,1.52
0.173,466,1.52
0.172,461,1.52
0.172,458,1.52
0.172,453,1.52
0.172,467,1.52
0.172,456,1.52
0.172,467,1.51
0.172,460,1.52
0.172,463,1.52
0.172,458,1.52
0.173,452,1.52
0.172,461,1.52
0.173,453,1.52
0.172,465,1.52
0.173,455,1.52
0.173,469,1.52
0.173,464,1.52
0.173,452,1.52
0.173,463,1.52
0.173,468,1.52
0.174,458,1.52
0.173,458,1.52
0.174,468,1.52
0.174,454,1.52
0.174,464,1.52
0.174,462,1.52
0.174,468,1.52
0.174,470,1.52
0.174,456,1.52
0.174,452,1.52
0.174,457,1.52
0.173,459,1.52
0.173,468,1.52
0.174,457,1.52
0.174,454,1.52
0.174,453,1.52
0.174,461,1.52
0.174,465,1.52
0.174,460,1.52
0.175,455,1.52
0.175,459,1.52
0.174,457,1.52
0.174,467,1.52
0.174,467,1.52
0.174,458,1.52
0.174,458,1.52
0.174,470,1.52
0.174,452,1.52
0.173,464,1.52
0.174,457,1.52
0.173,457,1.52
0.174,460,1.52
0.174,466,1.52
0.174,470,1.52
0.174,454,1.52
0.175,464,1.52
0.175,454,1.52
0.175,463,1.52
0.174,470,1.52
0.174,457,1.52
0.174,458,1.52
0.174,469,1.52
0.174,459,1.52
0.175,466,1.52
0.174,460,1.52
0.174,453,1.52
0.174,462,1.52
0.174,456,1.52
0.173,462,1.52
0.173,471,1.52
0.173,466,1.52
0.173,470,1.52
0.173,455,1.52
0.173,451,1.52
0.173,470,1.52
0.173,462,1.52
0.174,458,1.52
0.174,451,1.52
0.174,452,1.52
0.174,456,1.52
0.175,456,1.52
0.175,459,1.52
0.175,461,1.52
0.175,468,1.52
0.174,458,1.52
0.175,464,1.52
0.174,453,1.52
0.174,457,1.52
0.174,467,1.52
0.174,452,1.52
0.175,458,1.52
0.174,453,1.52
0.174,460,1.52
0.174,456,1.52
0.174,463,1.52
0.174,452,1.52
0.175,466,1.52
0.174,470,1.52
0.174,464,1.52
0.174,464,1.52
0.174,454,1.52
0.174,458,1.52
0.174,456,1.52
0.174,459,1.52
0.174,459,1.52
0.174,459,1.52
0.175,467,1.52
0.175,459,1.53
0.176,455,1.53
0.175,457,1.53
0.175,452,1.53
0.176,470,1.53
0.176,464,1.53
0.175,470,1.53
0.175,468,1.53
0.175,452,1.53
0.175,466,1.52
0.175,460,1.52
0.175,471,1.53
0.175,460,1.53
0.176,458,1.53
0.175,452,1.53
0.175,457,1.52
0.175,459,1.52
0.175,471,1.53
0.175,462,1.52
0.175,459,1.52
0.175,456,1.53
0.175,470,1.53
0.175,465,1.53
0.176,470,1.53
0.175,461,1.53
0.175,462,1.53
0.175,452,1.53
0.176,455,1.53
0.176,462,1.53
0.176,470,1.53
0.176,461,1.53
0.176,458,1.53
0.176,456,1.53
0.176,453,1.53
0.176,462,1.53
0.176,467,1.53
0.176,468,1.53
0.175,455,1.53
0.176,465,1.53
0.176,453,1.53
0.176,469,1.53
0.175,463,1.53
0.175,458,1.53
0.175,458,1.53
0.176,453,1.53
0.176,465,1.53
0.176,458,1.53
0.176,461,1.53
0.176,465,1.53
0.176,457,1.53
0.177,466,1.53
0.177,470,1.53
0.177,456,1.53
0.177,452,1.53
0.177,469,1.53
0.177,457,1.53
0.177,459,1.53
0.177,469,1.53
0.177,457,1.53
0.177,454,1.53
0.177,464,1.53
0.177,468,1.53
0.177,462,1.53
0.177,460,1.53
0.177,455,1.53
0.177,458,1.53
0.177,470,1.53
0.178,455,1.53
0.177,464,1.53
0.178,452,1.53
0.177,461,1.53
0.177,455,1.53
0.177,460,1.53
0.177,459,1.53
0.177,469,1.53
0.176,465,1.53
0.176,460,1.53
0.176,456,1.53
0.176,459,1.53
0.177,454,1.53
0.177,454,1.53
0.176,453,1.53
0.176,463,1.53
0.176,462,1.53
0.176,463,1.53
0.176,464,1.53
0.176,456,1.53
0.176,454,1.53
0.176,470,1.53
0.176,453,1.53
0.175,458,1.53
0.175,460,1.53
0.175,463,1.52
0.175,455,1.52
0.175,459,1.52
0.174,466,1.52
0.175,454,1.52
0.174,453,1.52
0.174,463,1.52
0.174,459,1.52
0.174,459,1.52
0.174,451,1.52
0.174,453,1.52
0.175,470,1.52
0.174,452,1.52
0.174,470,1.52
0.174,452,1.52
0.174,454,1.52
0.174,462,1.52
0.174,464,1.52
0.175,455,1.52
0.174,465,1.52
0.175,455,1.52
0.175,465,1.52
0.175,451,1.52
0.175,470,1.53
0.175,458,1.53
0.175,462,1.53
0.175,465,1.52
0.175,453,1.52
0.175,462,1.53
0.175,455,1.52
0.175,454,1.53
0.175,453,1.53
0.175,471,1.52
0.175,462,1.52
0.174,457,1.52
0.175,455,1.52
0.175,465,1.52
0.175,469,1.52
0.174,453,1.52
0.174,456,1.52
0.174,467,1.52
0.174,467,1.52
0.174,459,1.52
0.174,469,1.52
0.174,463,1.52
0.174,466,1.52
0.174,462,1.52
0.174,458,1.52
0.174,461,1.52
0.175,466,1.52
0.175,455,1.52
0.175,456,1.53
0.175,454,1.53
0.176,468,1.53
0.176,467,1.53
0.176,471,1.53
0.176,471,1.53
0.176,458,1.53
0.176,470,1.53
0.175,471,1.53
0.175,455,1.52
0.174,465,1.52
0.174,456,1.52
0.174,461,1.52
0.174,464,1.52
0.174,466,1.52
0.174,461,1.52
0.174,462,1.52
0.174,456,1.52
0.174,466,1.52
0.173,456,1.52
0.173,459,1.52
0.173,454,1.52
0.173,459,1.52
0.173,461,1.52
0.173,467,1.52
0.173,459,1.52
0.173,469,1.52
0.173,453,1.52
0.172,455,1.52
0.172,452,1.52
0.172,467,1.52
0.172,458,1.52
0.172,462,1.51
0.172,454,1.51
0.171,461,1.51
0.171,464,1.51
0.171,469,1.51
0.171,460,1.51
0.171,454,1.51
0.171,465,1.51
0.171,455,1.51
0.171,460,1.51
0.171,452,1.51
0.172,453,1.51
0.171,456,1.51
0.172,465,1.52
0.171,468,1.51
0.172,454,1.51
0.172,456,1.52
